	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random292	5249.72	540792	50	236.25	50	128586	50	50	40510.9	3052.5	274585	10477	35544.2	282940	21159.1	106603	156070	76221.2	100	1001.75	383.917	4988.54	2133.85	4073.81	3.05303e+06	11275.2	2.31552e+06	124512	31800.1	6184.89	153051	50	22130	420215	23157.5	19509.9	899362	197465	619454	3.89744e+06	131379	8563.89	26590.1	68892.1	497016	72800.6	108640	86498.7	87655.1	1.29409e+06	321814	113443	9037.54	17974.7	889059	453043	197732	120296	4773.99	349343	17134.2	45309.4	8901.86	28843.9	182741	86321.1	629413	27012.2	75	333547	50	533434	1.07087e+06	122455	131016	727.258	22273.5	128270	2247.21	280175	77908.3	61925.3	113473	50	50	50	4113.44	40082	3102.5	75	49456	50	84336.4	50	158686	55433.6	75630.1	50	200	50	50	44676	22825.1	100	106151	127000	100	35570.3	129015	385928	86015.9	50	50	50	6.38167e+06	115403	401141	130065	50	150	50	75	159428	100	44016.4	100	100	
Random293	39312.1	5829.72	594094	75	8151.33	1.58008e+07	50	50	20505.7	43463	873143	6150.4	2293.55	61965.5	15440.5	52019.9	7653.81	3907.18	100	239747	93344.9	72673.2	221.87	3693.42	70	15149.4	126402	405338	171944	448.944	460947	50	21066	71919.4	8591.23	118504	396017	106097	616230	22052.3	22922	220536	2.82813e+06	150	100	208652	2661.28	75	16300.7	67070.2	111338	594194	113133	2733.75	150	119704	63533	21258.9	4343.4	74589.9	75	8097.67	100	2328.16	3645.39	196566	61866.4	117165	75	248651	363930	10469.7	308702	116678	43179.2	150	15538.7	60026.5	4448.55	58887.1	110920	94893.8	932755	50	50	50	62.5	5.26692e+06	43513	6135.5	140322	748070	61462	50	613342	1894.41	52773.2	50	259865	50	24836.2	55278.5	124240	100	100	137081	100	113121	100	41139.8	1.11748e+06	50	50	50	65186.3	49603.7	35694.6	734787	50	310054	50	75	100	100	32908.6	100	100	
Random294	35346.6	366094	50	75	50	659821	50	50	45905.4	2721.55	621517	889780	309877	299576	575.4	66015.9	162791	85903.1	100	21914.4	7634.39	38959.3	612.75	4261.06	70	5639.81	70141.1	104531	55584.9	1621.58	134815	50	39432.3	229819	11204.5	11151.8	2.07444e+06	97882.3	59383.2	68968.7	60484	7384.47	8663.64	25656.6	142980	63597.6	15313.4	4944	56121.6	27594.5	160000	5289.58	22295.1	16505.7	150	58263	31958	42099.3	38495.2	262305	11675.9	65225	22517.5	36430.2	215130	153864	15112	72645.5	75	63192	50	15571.4	629763	102267	102525	855.22	2981	727827	140333	44384.9	51484.5	13792.3	7097	312612	50	50	62.5	55	6729.45	75	51971	621117	2001.6	50	17227.4	40461.8	171767	50	66270.3	50	5039.6	28401.8	23833	100	635.855	62010.3	100	5973.51	100	419274	94050.1	4.12542e+06	50	50	891625	197585	44357.7	51622.1	50	153887	50	175.75	177885	100	404889	304473	1604	
Random295	7950.91	35991.3	237278	11583.6	50	951496	50	50	113688	13468.5	651869	995999	11468.6	334765	7051.58	12846.4	50097.8	22344.8	53063.9	44051.2	29811.4	8882.26	3546.03	12605.2	1635.64	262656	85140.7	2.06361e+06	2702.3	9129.42	125807	50	4890.38	196609	667467	11789.1	128624	453688	89896.5	28671.8	77562.8	10693.4	150	171533	100	32932.8	62571	22853.7	58191.8	25712.8	180588	237378	279813	4997.8	71193.9	32059.1	94853.6	20453.3	12838.9	207371	75	175311	100	4526.48	172411	438814	1468.74	87598	75	282977	50	11602.7	360229	114918	531905	830902	14915.5	187410	53384.3	1.29354e+06	95471.6	112008	9778.59	50	50	50	8674.67	199	13518.5	69805.7	267359	15827.7	4747.52	50	9242.24	27462.2	67736.5	50	10659.2	50	264.549	722466	545091	100	3195.44	150	100	7947.64	100	20814.6	4974.8	50	50	50	198545	17500.4	174450	898774	50	146750	50	73538.2	100	100	22665.5	100	100	
Random296	119001	24791.4	20536.5	452315	50	123978	50	324476	175142	201025	235055	134628	29769	79848.4	12430	1.06193e+07	127356	61135.8	100	17465.8	5871.92	100062	12372.5	3433.87	70	7555.3	117797	566878	842.2	36900.8	86466.7	50	552961	726381	425770	9355.21	1.20244e+07	2.7899e+06	5.14523e+06	1.93585e+06	211771	144149	46602.3	52023.3	16792.3	27260.2	5920.49	75	24433	5071.84	101061	54164.5	66675.9	101086	95896	31988	21386	27591.4	9272.78	120677	75	544253	100	93791.5	83008.2	610762	60191.3	30063.2	75	114816	31466.9	63026.1	974886	33203	84138.7	1496.02	80515.3	282521	7181.38	252623	13866.8	27320.4	445923	62902.5	50	50	8441.64	322	352414	194226	100	50	49420	50	33052.8	29382	86587.4	50	3218.8	50	50	28856	16325.9	100	29605.9	150	100	15465.9	100	3.86922e+06	859911	50	50	50	3.86932e+06	32750.3	543730	67033.9	50	150	50	326078	100	100	200650	100	100	
Random297	1928.39	3194.92	89208.6	7165.83	129792	251042	50	50	103637	98	166387	7682.37	8294.01	338196	21002.9	6536.81	27657.1	12633.9	100	29391.5	9847.17	10384	30372.5	7364.36	70	3886.23	82773.3	54577	57977.8	48421.5	54597	50	12864.6	2979.66	7502.41	19143.6	41193.1	135899	27187.9	50567	15381.5	64912.9	150	150	100	642427	702.017	389406	96911.3	120093	387594	195415	34834.2	15118.1	15866.2	7568.8	3739.2	109181	4362.01	584499	75	7594.18	100	236908	100913	255148	6215.22	26458.2	75	225365	151569	17402	24319.3	19708.8	5.1935e+06	1.55323e+06	50604.8	370126	3994.51	8618.54	109429	143452	154017	50	6139.84	50	62.5	83664	148	32898.5	306538	50	83711.6	50	102849	6854.18	70733.3	50	71701.9	50	7724	19720.1	3447.3	100	156889	78361.9	132786	12871.1	100	23243.3	5356.07	50	50	50	230016	5293.51	12833.7	134769	50	2820.2	50	75	100	100	95672	100	100	
Random298	4825.44	20978.5	50	18750.3	50	318740	50	50	40299.6	5048	667519	18336.6	285170	339155	79501.7	22009.8	119657	63148.1	100	10630.1	4488.18	66369.7	81616.4	4486.82	70	1.31744e+06	185726	66137.1	4078.3	53018.2	42846.1	50	42989.4	18691.3	5503.51	209837	171065	49015.3	342149	158025	16332.6	26419.1	106617	114924	106422	306318	74681.3	169075	70743.5	8278.16	635169	172552	105978	13557.4	41465.7	94558.3	100	84229.5	8478.35	385439	531281	418852	100	25701.1	112817	455531	284252	5501.54	75	1.26889e+06	50	50	66876.7	51329.7	1.07433e+06	339722	244758	2.07929e+06	9631.6	61289.3	18797.6	361983	17628.3	62535.4	50	50	15604.6	106230	5098	75	43896.7	60511	317707	50	105094	906369	82805.9	50	200	50	125226	4.73171e+06	4.13806e+06	132156	61933	16113.2	100	229742	100	128427	28786.6	50	50	50	128527	21425.3	12232.1	489923	300.378	53292.7	50	75	719739	161011	367473	100	100	
Random299	53654.7	28810.2	8.31422e+06	242798	50	431300	50	50	26456.3	614.297	185274	69857.6	45679.7	50	176	66081.4	199907	96239.8	100	324862	268579	46637.4	576039	4042.38	70	98728.2	161550	275797	30425.1	276419	750760	50	53774.7	174310	17166.4	53190.1	819017	86901.4	765880	320505	39634.6	141135	301633	150	83671.8	68701.9	12118.8	531867	28687.6	15783.1	423016	8.31432e+06	54359.5	10428.8	35155.3	87701.7	9413.28	49943.2	14814.2	156293	44393	80088.8	21792	245379	136862	191167	49704.7	75923.6	75	303023	50	39896.8	342909	100445	400	42059.8	58708	507746	29755.5	91530.4	25043.9	55916.6	172315	50	50	50	96108	143750	8997.7	75	11544.8	50	404	50	52090.8	303485	86535.9	50	111475	50	50	509550	74301.9	100	129513	150	100	49823.1	100	323324	121486	50	50	50	470991	103248	27242.4	186882	50	52746.3	50	75	223137	100	88628.8	100	100	
Random300	106749	2012.47	50	8143.04	50	3191	50	50	30351.5	591.262	245829	46530.2	66923.9	120893	3410.1	20400.6	292967	154568	100	210345	92361.8	132201	309.546	237555	70	10832.2	316808	204389	3939.6	711.972	204065	50	30563.4	31008.3	12498.3	4134.42	93005.8	102443	218760	149582	311888	4093.45	185342	230820	323758	259787	86075.2	233	29742.3	138814	189989	220747	38715.5	15268	1.18928e+06	173192	475488	172406	142775	150429	75	454215	100	13426	21263.3	273364	19616.4	23478.6	381806	452727	50	17458.1	80461.2	22558.3	600142	15466.6	227087	32160	62601.5	10808.4	279999	89228.5	7577.29	4307.21	50	50	1892.62	1047	5906.74	75	8198.93	50	13340.4	50	174252	1.15341e+06	98160	50	200	50	3685.71	51556.7	95899	100	222578	15558.4	272086	7370.35	100	109132	32329.7	50	50	50	109232	11677.7	1.0927e+06	522435	50	2869.23	50	5508	119023	100	596580	245320	4513	
Random301	183135	14850	50	391339	50	175511	50	50	18677.2	91955	2.08821e+06	201005	9354.31	49129.8	8117.4	13133.8	40722.2	21385.8	100	221338	83074.4	414047	3941.76	191753	70	1662.46	551702	456175	132022	9694.38	228306	50	66819.4	15210.8	38048.4	111819	48923.7	44152.7	161584	116236	16126.6	868900	872775	685309	141822	192376	16079.6	579848	22081.7	782494	398012	191777	398424	6703.08	150	151483	62297.3	87718.2	104606	136336	1024.22	25048.9	100	69130.9	130651	39251.1	245853	9001.44	75	1.28186e+06	1.56565e+06	1397.77	20732.1	194386	231243	131000	1.2643e+06	8959	30540.9	42859.2	93542.2	451588	26130.3	50	50	50	62.5	594	109354	1686.53	5279.22	1.57081e+06	32169.6	50	150	10923.2	35104.7	50	200	50	277739	6583.5	4647	100	100	967643	98026	124014	100	80248.1	17928.8	50	50	50	80348.1	6167.68	31570.1	1.9501e+06	50	338125	50	158	1.22105e+06	100	3.3054e+06	990760	100	
Random302	1928.49	15054.3	50	53878.1	50	181271	314982	50	59474.2	201152	434072	185139	6516.3	375170	20349.2	173351	28626.2	15087.5	100	13034.1	19601.5	17810.2	161.778	11764.6	12852.9	4425.23	440399	150053	13438.5	268.667	32237.8	50	26195.5	62222.4	80145.5	348213	196834	179355	145791	145476	25093.6	35878.6	162154	374069	100	106659	25823.7	75	207855	65846.5	258437	32988	58991.6	3792.31	150	110633	46648	66216.5	29302	366306	269991	6698.16	100	3185.52	137311	227560	112511	217586	204982	85200.2	50	4234.17	132429	229918	32846.8	150	16566	149042	157257	536991	47190.9	43960.4	31022.1	50	50	50	39314.4	60407	201202	16680.7	24889	50	100	50	69227.2	6668.51	30433.9	50	8879.51	10742.5	3439.24	14112.1	12289.3	200511	32868.6	10131.5	100	297445	100	90149.4	20413.5	50	50	50	128428	1724.21	48439.2	145699	50	214358	50	58362.5	84366.8	100	27665.4	100	70665.9	
Random303	20169	15419.4	10172.6	186.485	50	418235	50	50	130932	41341.1	392887	90507	67546	698671	579	187303	211636	111686	100	197.5	115.833	20977.2	2331.52	13569	70	2.23382e+06	297987	2.61498e+06	17492	6777.89	2.82157e+06	50	47524.1	99263.7	74616.3	347157	91170.4	84474	1.23326e+06	58574.5	344627	11619.3	7.18889e+06	8.99047e+06	7.16294e+06	850278	368145	75	170746	58523.3	1.71227e+06	22672.4	249124	21214.4	45338	61017	100	1.44224e+06	23385.8	1.10023e+06	75	1.57216e+06	100	616640	41685.9	579054	101374	44899.5	75	4.43801e+06	5179.78	10801	372091	445676	2.38506e+06	3.03536e+06	26592.1	199958	66946	128581	2.61181e+06	3.88819e+06	249541	50	50	50	538.964	139395	100791	5259.02	100	50	2016	50	1.92878e+07	47927.9	1.19035e+06	50	51438.1	50	210.596	5.32701e+06	2.9363e+06	294909	6299.9	883.094	100	294477	100	302929	68772.7	50	50	50	468210	11499.2	408934	4.34872e+06	50	15879	50	75	100	100	43648.8	100	262277	
Random304	139929	20640.2	74531.1	807.75	50	96449	50	50	17820.1	431436	75883.4	87794	7183.6	75335.5	7566.2	5720.95	31700.9	16210.1	101393	136574	97246.2	224444	3082.46	1081.34	70	15404.2	101335	187789	14179.4	9030.72	229501	93034.7	4433.92	8002.94	84887.6	158219	106027	84206.6	92709.9	172712	238302	5295.66	64150.2	63987.2	64154.2	11325.7	36361.7	509.75	39276.9	11895.3	116493	215398	112223	509.623	343434	238822	397997	13522.3	112653	72061.6	2691.91	25491.8	100	434.783	41116.3	47551.4	259546	40301.4	75	195203	12922.4	50	84277.2	114228	182234	5475.1	140860	40827	90079	183281	5589.54	59051.9	15226.5	50	50	121105	2040.07	32133	465286	75	23584.7	50	29964.8	50	113057	111045	6768.79	50	31734.7	50	115756	79884.6	12390.9	13161.5	19660.5	24607.7	1739.35	162642	100	62624.4	14032.1	50	50	50	120692	13375.3	901223	107200	50	750884	50	313.25	56001	100	368130	109420	125070	
Random305	20247.5	2890.87	50	5143.91	50	578074	50	50	39946.9	96823.5	678130	667765	17282.2	95786.1	1808.6	105453	479692	218765	100	62626.8	20925.6	391065	5745.78	15713.9	70	9279.08	183110	364021	24801.4	17020.7	375582	50	43653.2	154779	33717	104888	3.06064e+06	138505	79200	106301	385319	13168.9	27705.2	125607	22336.2	9240.3	21468.2	324	41024.9	30243.7	226252	794489	71824.9	6318.47	150	38560.8	15155.8	106323	67370.8	131789	206713	144648	100	117907	46610.8	233617	50354.9	68365.6	75	150491	48945.4	6844.09	309192	209231	366539	1957.76	16294.6	18735.2	90927.1	49505.2	30568.9	35666.9	46500	50	50	50	62.5	480	96873.5	75	17222.5	677730	6934.4	50	126604	138021	824379	50	84807.3	50	725438	35493.7	20030.8	8570.9	100	150	100	52468.8	100	1.63678e+06	141122	50	50	50	2.2225e+06	975271	395074	38962.5	50	83778.2	50	3044	19537.7	100	70110.8	6056.91	1010	
Random306	3249.44	83631.4	50	75	50	278898	50	50	203051	286560	792753	78075	50109	50	64055.4	9596.2	216424	114054	100	49090.5	64837.8	40986.7	16855.2	50003.9	177189	14993.6	1.686e+06	124273	299119	21382.5	162736	246797	5650.41	37153.6	9966.09	275203	62266.8	88635.5	49341.5	584526	105933	32889	329406	389118	359762	388395	74881	2522.5	184500	3.58368e+06	588628	15173.6	944697	1422.32	74094.3	205471	100	276480	36382.8	435649	113973	299946	100	34987.7	26854.8	170935	359895	79795.2	75	1.3534e+06	50	59090.1	182925	2.94901e+06	135157	27146.9	13021.7	1.36661e+06	23470.3	23603.6	530061	209588	16653.8	50	50	50	6855.51	73511	331556	80378.8	83640.8	50	100	50	84552	59339.1	333270	50	346375	50	19689.6	61592.6	40588	442164	100	1.48819e+06	22664.4	137627	100	31907.9	7220.09	50	50	50	825831	7847.2	112993	1.02909e+06	1.48797e+06	131576	50	12390.5	752377	100	34398.1	1.33587e+06	6240	
Random307	48448.7	62163.2	50	77247.4	50	4.81934e+07	50	50	344822	510704	433273	22882.6	552527	368389	602502	4033.81	2.24448e+06	940863	100	27740.8	9296.92	51843.9	166.028	72897.1	70	111.404	917039	293257	102705	281.417	275620	50	45569.1	40108.4	189167	5408	47923.3	153155	51152.6	75779.2	284098	8073.76	1.56191e+06	150	100	184153	43019	510.5	74810.2	95702.5	804784	153755	121115	35881	15045.3	29170.7	100	448613	39873.4	506526	2.03549e+06	2.77884e+06	5.49756e+06	40786	46596.5	1.53813e+07	149781	102305	75	688640	50	50	89741.6	100426	344837	150	159265	13893	21339.8	702916	28729.4	149750	17527.5	116420	50	50	62.5	1.60644e+07	510754	75	1.77964e+06	50	984651	50	303140	814669	872888	50	114892	50	3053.18	319.65	17535	100	131775	253419	394875	2729	100	20985	5446.68	50	50	50	83795.5	6039.69	216605	646043	50	14325.3	50	29358.5	102274	100	415523	86489.4	71868	
Random308	6371.58	14267.1	50	22417.1	50	27473	50	50	7749.38	129174	146083	3572.72	2704.93	64945.6	3138.8	25766.1	11922.7	6182.39	100	47059.8	15736.6	7544.61	5184.09	518.38	70	423.187	201422	216067	429025	46629.4	60230.8	50	28502.1	65395.5	25638.2	279832	506028	56572.6	25482.3	525445	22270.7	139515	150	150	109497	16795.4	6536.16	75	14127.4	138490	36059.6	69215.7	131718	157255	5853	2681	1628	14459.3	5217	45035.4	34421	52450.1	132226	175805	10198.9	346992	157581	29232.3	75	53914.1	50	88446	57525.6	43233	659027	114556	147888	13732.5	4037.81	55569.9	15428.9	32155.7	272397	50	50	50	62.5	9141	140643	474.355	33126	50	12255.2	18761.2	112861	2760	12449.2	50	515974	50	1028.86	602.027	40066.5	100	76437.5	411442	1867.36	239547	100	233563	45408.6	50	50	50	940443	62622.6	75881.7	36591.2	50	1612	50	26796.2	100	100	422385	100	110734	
Random309	46965.5	220299	53213.7	12730.7	50	3389	50	50	897096	75	507674	13616.8	231295	117244	42928.1	59445.4	790333	368801	34398.5	33347.8	11165.9	99801.9	1317.99	31224.6	70	25588.6	563381	65325.2	2852	3737.31	160332	50	7997.39	1.31408e+06	13445.8	2.49032e+06	541081	372869	436988	85639.7	340034	721814	141574	2079.48	332876	82680.6	3700.1	186204	48662.4	26192.8	426125	117946	222211	30239.6	35761.8	23927.2	16044.8	170193	7677.47	271513	75	235827	100	25504.9	85682.1	328115	290412	499883	75	111827	50	50	2.30612e+06	555053	59860.2	261.206	144142	245444	8298.15	249638	38845.3	22739.4	1168.25	50	50	50	604959	1113	537324	1.13183e+06	294531	50	171412	50	83120.7	239036	230181	50	11258	50	42186.6	82590.4	46133.5	100	58219.2	150	36156.4	1.54062e+06	100	45046.5	10112.3	50	50	50	436627	68486	910539	145376	50	36199.8	50	75	45334.8	100	530145	100	100	
Random310	6.22139e+06	38075.3	50	75	50	604121	50	50	32888.5	91961.8	444393	257921	6177.57	218275	4133.1	93731.5	21258	11042.4	100	43775.2	14641.8	5.25079e+06	326.546	890.946	202807	39904.7	362005	564279	23411	762.972	397239	779697	126.911	1.65775e+06	28603.1	71511.3	865584	251908	518766	3.36663e+06	93717.2	7256.76	3.43087e+06	150	100	190441	168176	75	60627.1	101241	189662	128834	113051	44420.9	18559.2	20586.8	6486.53	37897.3	748789	253049	75	313768	100	70715.3	292573	306848	559815	28343	75	215566	50	377976	2.88048e+06	183688	397336	150	124360	1.03446e+06	359337	38074.8	279100	108842	14362.7	50	50	50	62.5	201357	117531	13186.9	100	50	16232.4	50	797211	5098.64	108696	50	200	50	25084.3	56908.3	1.52276e+06	100	39407.6	93444	138.375	105864	100	150	23501.9	50	50	50	5.24565e+06	108881	275358	967637	50	21387.2	50	75	100	100	191012	100	100	
Random311	12340.4	112431	33575.8	5822.2	50	666145	50	50	20516.2	75	448421	668073	58881.3	50	19193.7	11943	68052.6	35900.1	100	582	244	24130.1	689.861	2977.89	556303	78883.2	421380	8145.6	171214	1852.92	479538	50	6136.46	13322.9	44534.8	30132.6	185204	224590	144822	1.73384e+06	22302.4	1175.79	588421	150	100	148479	41219.8	618.75	36175	164340	446632	73381.2	112347	3696.79	89813	100	78322.8	80265.3	4507.92	184229	75	1.1001e+06	100	38434	48836.6	481197	7394.31	58747.5	75	270904	1452.4	2.53151e+06	2.86804e+06	51254.1	400	41105.9	167.5	46307	4418.86	30513.6	193257	55649	53058	50	50	50	62.5	2342	7973.97	75	2550.24	50	76474.8	50	50837.5	15954.5	107773	50	929096	50	25462.2	369169	103981	100	23307.4	150	15830.7	26007.8	100	103583	24150.9	50	50	50	1.49874e+06	23297.5	17947.4	319368	50	48730	50	1615.25	100	100	5598	15374	21537	
Random312	152641	8004.57	76059.1	15181.5	50	1.29127e+06	50	50	58598.8	43869.5	380570	232344	73542.3	50	7535.62	50191.1	317950	144932	100	1.89264e+06	964979	331008	870.602	34439.1	63259.2	4571.82	1.09008e+06	294389	158514	2395.14	82307.7	50	50867.5	56019.2	60993.1	933095	1.02334e+06	234891	35998	174257	68180	412968	200573	200885	198355	426933	48335.8	442937	113415	2.25889e+06	425183	289393	187247	130881	21885.2	38355.8	12009.9	145398	21748.4	313610	33333.2	237683	49173.7	150306	126974	347780	589051	63462.5	195963	868579	321416	3599.9	64427.9	55880.8	77306.7	16615	128048	325049	10822.7	45565.8	260843	140725	21405	50	50	50	62.5	356218	43919.5	75	76378.7	50	100	50	48177.9	71957.1	239343	50	207082	50	222332	22724.4	4556.49	47227.7	19813.3	891828	100	918770	100	573994	74945.1	50	50	50	623441	129520	49363.4	331723	1.10697e+06	52400.2	50	13631.5	571348	100	304377	100	100	
Random313	168519	4595.96	116369	60858.5	50	1928	50	50	43722.4	451.5	539666	498074	3148.67	50	11362.1	85516	13691.2	7027.18	100	111655	80092.7	151285	418.407	19464.8	8773.82	13783.1	306044	67338	241939	1038.56	69253	50	29977.1	112809	11293.8	751152	2.03561e+06	82973.7	59600.6	119170	35151.3	8620.26	232010	206709	360085	276813	122051	75	56713.8	927149	808616	128396	31560.7	4269.61	1.23487e+06	2.46353e+06	100	129818	79967.2	217758	75	504194	100	18834.3	104454	204879	227100	15226.2	75	1.95581e+06	50	1090.36	176490	14716.5	450654	103136	59352.8	260490	454536	7122.37	13618.3	584694	6476.68	50	50	50	15251.7	626	501.5	13736.3	210126	145331	45148.4	50	210685	52349.4	166661	50	219875	14282.5	6013.3	32484.1	225335	40276.5	100	265513	31245.6	639740	100	920302	114724	50	51153.6	50	1.44654e+06	443582	25362.4	856257	309832	1.22886e+06	335746	75	1.16953e+06	100	139529	100	182703	
Random314	58430.7	1206.58	50	324299	50	32909	50	50	103651	75	524197	26731.3	68935.3	208919	308.9	6786.85	297901	131374	100	185491	81720.1	431564	2393.65	13919.7	70	51373.6	135338	372981	64861.3	6964.28	333469	50	54816.9	6980.02	5651.69	23670.5	106364	42211.4	101098	74286.9	15239.4	6192.86	150	1.42134e+06	100	643243	17345.8	115347	39712	23865	258580	848727	11535.8	4820.25	222071	216946	1791.83	45708.6	107727	263439	33705	114113	100	23654	27532.5	49401.5	6678.17	72734	75	321736	18708.7	121695	148255	81598.6	150082	150	79578.6	69213.4	36992.3	60384.2	72864.6	97997.7	78865.4	50	50	50	440.458	10953	41166.9	75	34524	612	935.6	50	62809.2	131819	74345.1	50	200	50	771509	240453	67638.2	100	56868.2	347390	100	21702.5	100	54028.7	12943.5	70308.1	50	50	54128.7	13661.3	10445.8	156852	50	150	50	75	599511	214998	238632	100	100	
Random315	4042.98	11282.8	75213.4	725	50	48987.3	50	50	88813	731.5	680786	43918	177926	119815	46692.2	77769	313016	140651	100	151899	50682.9	7503.91	6374.31	11542.8	70	3289.85	289594	436732	886079	18906.3	339875	50	31831.7	68212.9	16539	31449.2	1.31326e+06	115017	69346.7	2.96805e+06	156578	249364	928653	925197	1.03362e+06	108275	116231	74694.8	15716.8	214283	232510	132756	143399	13079	150	77051.2	51044.2	152683	5904.69	106525	75	156142	100	22989	19840.5	557154	528789	15971.4	75	531387	60802.1	476789	287265	182418	315113	203415	144664	189648	2790.19	42480.7	294548	445613	489388	50	50	50	79625.3	2607	781.5	75	725752	50	186469	50	2.47026e+06	83074.7	288419	50	200	50	17444.5	13869.3	5979	100	14995.1	3.51648e+06	74238.2	62587.4	100	816258	121137	50	50	50	5.76465e+06	232829	374075	251193	50	229934	50	1355	100	100	382653	280416	11949	
Random316	9113.45	62643	137958	16370.2	50	731234	50	50	72473.9	1.04758e+06	139857	182696	16750.3	430821	19261.3	37722.5	74027.5	35830.5	321368	25766.2	8638.75	44550.7	5287.87	2136.9	70	1.67328e+06	176533	20820.6	9383.2	12584.4	439848	50	14325	51692.7	25853.9	38234.3	310262	37933.4	617805	29959.2	13010.6	28865.5	480649	150	100	157467	12305.4	50580.8	179334	160099	588050	387487	107999	2288.46	80179.3	456358	6455.6	29525.6	21523.5	615379	313270	27917.9	37284.5	2097.38	383062	232357	11080.1	9417.77	75	246991	102760	14995.7	114805	123989	400	29066.7	18744.8	151401	209815	43036	76879.6	46776.7	128728	50	50	45144.4	8705.9	243728	1.12025e+06	11308.4	100	50	42418.2	50	31598.9	17344.9	45076.8	50	37382.8	26835.7	104225	5.30958e+06	1.75702e+06	239923	90977.7	150	100	19142.2	100	158525	104526	50	50	50	332028	43062	18845.3	244408	50	376378	50	86456.9	173621	100	29435.8	100	168566	
Random317	73127.7	32091	50	5835.99	31727.9	1.12165e+06	50	50	18652	89303.7	376119	1.12984e+06	25912.6	100776	6952.1	4726.08	114172	59381	34277.9	13001.8	4383.92	87512.7	656.713	4715.43	70	18511	264861	157345	38332.7	1753.47	143500	50	38739.2	4384.45	2806.46	47813.3	94352	17741.2	57059	10416.8	587488	13513.7	150	841903	100	78213.2	24027.9	457588	23877.2	113226	166370	7808.63	186760	24049.5	280574	67792.5	160429	28601.3	68279.9	128805	75	1.058e+06	100	168869	113808	436396	38400.9	25937.4	75	284226	50	50	52156.9	141904	173578	150	133578	346730	25083.4	7655.41	114000	65434.3	61548.8	95858.9	50	50	13275.4	4287	98174.3	75	1473.58	50	27508.4	50	51858.7	25871.9	256813	50	200	50	14507.3	66565.3	44350.5	782931	100	153131	367587	23931.7	100	33530.8	8989.61	50	50	50	65998.5	11502.2	1.60072e+06	533751	251655	153247	50	75	100	100	306489	100	100	
